feature,importance
TD_Avg_diff,0.16764880698192997
TD_Def_diff,0.130264379567214
SLpM_diff,0.129049348297868
SApM_diff,0.12428308013791042
Str_Acc_diff,0.11669011147155257
Str_Def_diff,0.0892898537992071
Recent_form_score_diff,0.0764312384071388
Height_diff,0.06435077729255068
Reach_diff,0.05683066962002071
Win_streak_score_diff,0.03788972002750863
head_to_head_diff,0.0072720143970992504
